Image_Name,waldoLoc_x,waldoLoc_y,x-.10,,y.10,,x.25,,y.25,
waldo01.jpg,0.2390625,0.227777778,322.734375,1822.734375,-194.6361113,754.8638887,268.9453125,1768.945313,-162.2062502,787.2937498
waldo02.jpg,0.7109375,-0.48611111,959.765625,2459.765625,415.3819435,1364.881944,799.8046875,2299.804688,346.1718742,1295.671874
waldo03.jpg,-0.4375,0.322222222,-590.625,909.375,-275.3388887,674.1611113,-492.1875,1007.8125,-229.4624998,720.0375002
waldo04.jpg,0.403125,0.136111111,544.21875,2044.21875,-116.3069443,833.1930557,453.515625,1953.515625,-96.92812492,852.5718751
waldo05.jpg,-0.19375,-0.258333333,-261.5625,1238.4375,220.745833,1170.245833,-217.96875,1282.03125,183.9656248,1133.465625
waldo06.jpg,0.7828125,-0.325,1056.796875,2556.796875,277.7125,1227.2125,880.6640625,2380.664063,231.440625,1180.940625
,,CALCULATIONS:,waldoLoc_x*1350,1500+x.10,(- waldoLoc_y)*854.5 :: normalized coordinate sign reversed,1500+y.10,waldoLoc_x*1125,1500+x.25,(- waldoLoc_y)*712.125 :: normalized coordinate sign reversed,1500+y.25
